ID, TWEET, LABEL
2061,": الله ينصركم قلوبنا معكم اينما تكونوا دعواتنا لن تغيب عن الستنا 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻  جيشنا نهج السلام",sympathy
2062,"التايم لاين كله فشله ... طيب فين الدحيحه ؟؟",surprise
2063,"اسئله توضح معاناتي.",sadness
2064,"حتي ابطال الاوليمبياد ماسلموش من لسانتكم ..يا اخي شتيمه الست الوالده بتاعتك مستحقه يا اخي بطل عهر وعلوقيه بقي عيب",anger
2065,"مفيش حد ابن حلال كده يركب صوره عصام سراج علي احمد حلمي في الناظر و هشام سليم بيقول الشئ ده كل ما يتكلم ينرفزني",anger
2066,"اصلا مسلسل الشمال والجنوب ده بكرهه كله علي بعضه كفايوه فانزه الغتت",anger
2067,"منتخب الطايره خسر 3 ماتشات ف الاوليمبياد وبيخسر حاليا اهو من الارجنتين والمعلق مصر برضو اننا كسبنا كوبا...😂😂 بلا وكسه 😂😂",sadness
2068,"يالله انا معكم Euf  عين الشرقيه",sympathy
2069,"afana   انا خايفه 😂😂👻",fear
2070,"دي تاني واقعه في الاوليمبياد",none
2071,"و تعليقها كريه جدا .. الاوليمبياد الماضيه الناس كرهوا الوليمبياد بسببها",anger
2072,"ما شيكا قبل كده اول ما جه من اليونان راح الاهلي مستبعدش الصراحه انه يكون مضي ومن قبل لاعيبه كتير مضت للاهلي",joy
2073,"حفل افتتاح الاوليمبياد حاجه كده ايشي خيال ياناس 👍",joy
2074,"e      f84 افا.. شفيج خايفه",fear
2075,"الله يوفقهم ويوفق جميع اولادنا واولاد المسلمين يارب",sympathy
2076,"هل من الاسلام نقض العهود اما فكره بيقبضوا من امريكا !!!",surprise
2077,"كله عشان خاطرك يا سبووووووتي مع اني مكنتش ناوي انزل اساسا",joy
2078,"amr:   انا احببت صديق   وانت صنعت من الحب صديق !!❤ ..📝",love
2079,"منك لله ياحسام يابدري مش كان زمنا بلعب في الاوليمبياد دلوقتي 😕",sadness
2080,"توني صحيت وودي ارجع انام بس خايفه انام واقوم والاقي الويكند خلص",fear
2081,": جمعه حزينه بذكري استشهاد زعيم الجامعه الجعفريه مولانا الامام الصادق ع",sadness
2082,": الخنزير جواد ابن الحيوان زميره نصر الشياطين، ورث جينات الدياثه عن والده زميره كلب نظام المجوس الشركي والاباحي.",anger
2083,":       khalil علي التويتر يشتموك وعلي ارض الواقع لو تقولها يقتلوك ثم يقولون",anger
2084,"عماله اع?د ف?ه سمعته بتاع خمستاشرمره :D  pt",joy
2085,"اهلاً بالعريس .. تو مانور التويتر 💙",joy
2086,"عندما يعاقبك من تحب علي اقل تقصير ..فتاكد انه يكتب نهايته بداخلك بحبر من وجع .....",sadness
2087,"kokaice76 بس بيشتم مينا !",anger
2088,"يا اخي انت ايه ؟",surprise
2089,"اجاااازف واسويهااا 😫😬!  خايفه",fear
2090,"الروبوتات في تغطيه الاوليمبياد!󾌴",surprise
2091,": فان كانت الاجسامُ منا تباعدت فان المدي بين القلوب قريبُ ٰ  جماليات  القريض  نمير البيان",love
2092,"خايفه اعمل حاجه وفي الاخر اندم عليها ياااا رب 😔😓",fear
2093,"ابويا بنقوله احمد زويل مات قال يبقي اكيد اتقتل ????",anger
2094,"هو الليزر ده مش ممنوع؟ !!",surprise
2095,"لقد وضعت قلبي بين كفيكي ❤ واقسمت ان لا ابالي ❤ .",love
2096,"ايه تراوري علي sky sports بتقول انهم هيكسبوا امريكا في الاوليمبياد  برشاااااااااااااااااااااااام",none
2097,": ليس هناك ﺃﺟﻤﻞ ﻣﻦ ﺃﻥ ﻳﺨﺒﺮﻙ ﺃﺣﺪﻫﻢ ﺑﺄﻧﻚ ﺍﺣﺪ ﺃﺳﺒﺎﺏ ﺳﻌﺎﺩﺗﻪ !   AhmedGamal On CBC Sat11pm",joy
2098,"اه ياا يوونس السوشيل ميديا كلها بقت  لكل حااجه والله  وقصه غريبه انهم ممكن يوافقوا يفضحووا نفسهم   3alahwa !!!",surprise
2099,"بنت بعيون زي الكمانجا مليانه خوف 😔",fear
2100,"بطله مصر عبير عبدالرحمن صاحبه فضيه الاوليمبياد اللي فاتت لندن 2012",none
2101,": اهلا يا معلم منور.  الله يخليك. لا مش اوي كدا..قلل الbrightness شويه.",none
2102,"هلا عنجد المفروض انو هي احلي ايام حياتي ؟ لا عنجد عنجد ؟ طيب.",surprise
2103,"وبروح علي صورتك اخدها في حضني وانام اهي حاجه بتصبرني علي الايام دايما روحك حوليا وفي كل مكان   وحشتني اوووووووي",joy
2104,"امريكا قفلت ال 100 ميداليه واحنا فرحانين ب 3 برونز الي خدماهم󾌴󾍂  Rio2016  الاوليمبياد",none
2105,"فيه لسه حد من المبرراتيه ماقالش من غير السعوديه ورز السعوديه ماكنتش مااسر لقت فلوس تودي حماده واخواته الاوليمبياد من اساسه 😂😂",surprise
2106,":  الحشد حامل رايه التحرير قلوبنا معكم ودعواتنا بان يحفظكم الله في موقعه الموصل المرتقبهنصركم الله يا جيشنا العراقي و الحشد ✌✌✌…",sympathy
2107,"اه يا بلد ..",anger
2108,"عندما تكثر الاعجابات بمنشور تسب فيه الشيخ الصادق او دار الافتاء او قناه التناصح فهذا ليس دليلاً علي اعجاب الناس...",surprise
2109,": بلامستشفيات وجرحي ينزفون حتي الموت وتساؤلات من اطباء عن جواز التعجيل بموتهم الجواب:ليس الا الصبر لامر الله لكن السؤال…",sympathy
2110,"حسن فرحان يدعشن جماهير انديتنا هذا وامثاله الرافضه لم يسلم منهم الصحابه فهل تريدون ان تسلموا منهم هؤلاء لابد لهم من دِره عمر او سيف الحجاج",anger
2111,"والله اني خايفه ع عيالها كيف بيطلعون 😭😂.",fear
2112,"دايما منوره الدنيا",joy
2113,": وياخذني الحنين اليه.. عبثا احاول فتنهمر دموعي اااه من هذا بقلبي يتذكرهم وهم في طور النسيان➿ h…",sadness
2114,"عفي  الله عن جوفن بهہ م ينشاف يكن  الضيق في صدره ولا جاب لهہ طاري..",sadness
2115,"عمري ماتخيلت اني ممكن اقعد اتابع الاوليمبياد بس الفراغ يعمل اكتر من كده😂",surprise
2116,": اللهّم خفف عن جدتي كُل ذره وجع ترهقها وانزل عليها لِتُزيل بها تعبك يا رب العالمين، اللهم اشفها وخفف عنها مراره الا…",sympathy
2117,"ده مين ده؟!  ده واحد عمال يعمل Check in كل شويه و رايح جاي من الساحل لـ شرم الشيخ و انا مرارتي بتتفقع ???????????? ????????",anger
2118,"الاغنيه حلوه فشخ.",joy
2119,"التمركز بتاع خط الضهر كله كان بليله متقوليش هاني كان هايجبها ومتنساش ان في علق واقف جون يعني",anger
2120,"لم يتغير شي ابدا ❤ مازلت انظر الي عينيك ب ❤",love
2121,"لا شجب .. ولا تضامن .. ولا جلسات خاصه !!! لانهم مسلمون وليسوا نصاري او شيعه او يهودا.... في  سوريا قتل طيران...",anger
2122,": * هُناك يمر بنا دون ان نراه ،ﻭَ هُناك اخر نمر به دون ﺃﻥْ نسكن فيه .. ﻭَ هُناك الحب الذي يمر بنا ﻓَـ يتمكن منا ﻭَ يس…",love
2123,"09: فهد الهريفي كان احد اكبر صناع الفرح النصراوي، من كان يتوقع ان يظهر بهذا الشكل؟؟ من كان يتصور ان الاسطوره سيكون مثير للشفقه؟؟!…",sadness
2124,"يعني ماريتيمو عايزين 7 مليون جنيه علشان يرجعوا محمد ابراهيم وانبي عايزه 9 مليون في مومن زكريا !!!!",joy
2125,":  العريفي في اختلاط فاضح اتق الله يامن تدافع عنه وتعلم تميعه✔تلاعبه بدين الله",anger
2126,"A: اشعر بحرقه كبيره جداً علي طفل قُتل في فلسطين علي اسره هُجرت من سوريا علي ام مكلومه في العراق علي شاب اُعتقل في مصر.. كل همّ عر…",sadness
2127,"في الاوليمبياد مع نيجيريا",none
2128,"لا لا لا لا ما اصدق !!",surprise
2129,"طيب واش الحل انا مره خايفه وكنت اعتقد انو نفس الثانوي بس للاسف انصدمت ومن اثر الصدمه مو قادره اذاكر",fear
2130,"اطماع خليفه المسلمين اردوغان في الاراضي العربيه! الي متي؟",anger
2131,"وطن 💗",love
2132,"دوي الرعد مخيف جدًا يالله لطفك",fear
2133,"خايف في مره تقول يا ريتني ما عملت كده 🙁",fear
2134,"alh1133: ولقمه من يده ممزوجه بالود والرحمه ، تغنيني .  رباب الكلم  قهوه السابعه  كوب لشخصين",love
2135,"مخيــــف : هــوَ الوقت الذي تستغرقه في محاوله استيعاب فكره رَحِيل احدُهم الي الابد",fear
